School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Adequate Yearly Progress Made? ,Healthy Schools Certified?,Safety Icon ,Family Involvement Icon,Environment Icon ,Instruction Icon ,Leaders Icon ,Teachers Icon ,Parent Engagement Icon ,Parent Environment Icon,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Total Score,Edge Score,
609791,Perkins Bass Elementary School,ES,1140 W 66th St ,Chicago,IL,60621,1,1,2,3,3,3,3,3,3,3,2,4,6,33,3,
609800,Frank I Bennett Elementary School,ES,10115 S Prairie Ave ,Chicago,IL,60628,1,1,3,3,3,4,3,3,3,2,2,5,5,33,3,
609943,Samuel Gompers Fine Arts Options Elementary School,ES,12302 S State St ,Chicago,IL,60628,1,1,2,3,3,3,3,3,3,3,3,3,6,34,3,
609976,Stephen K Hayt Elementary School,ES,1518 W Granville Ave ,Chicago,IL,60660,1,1,4,4,3,3,3,4,0,0,5,3,6,34,3,
609988,Patrick Henry Elementary School,ES,4250 N Saint Louis Ave ,Chicago,IL,60618,1,1,3,3,3,3,4,3,3,3,5,5,5,37,3,
609935,Matthew Gallistel Elementary Language Academy,ES,10347 S Ewing Ave ,Chicago,IL,60617,1,1,3,3,2,2,3,3,3,2,5,5,6,34,3,
610357,Spry Community Links High School,HS,2400 S Marshall Blvd ,Chicago,IL,60623,1,1,4,0,5,5,0,0,4,3,5,5,5,33,3,
609916,Enrico Fermi Elementary School,ES,1415 E 70th St ,Chicago,IL,60637,1,1,2,3,4,4,3,3,0,0,9,1,5,35,3,
609918,Eugene Field Elementary School,ES,7019 N Ashland Ave ,Chicago,IL,60626,1,1,3,2,3,2,2,1,2,3,6,5,6,32,3,
610201,Ole A Thorp Elementary Scholastic Academy,ES,6024 W Warwick Ave ,Chicago,IL,60634,1,1,4,4,3,3,3,3,3,3,6,4,5,39,3,
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,2128 S Saint Louis Ave ,Chicago,IL,60623,1,1,2,2,3,3,3,2,3,3,2,1,6,31,3,
610015,Joseph Jungman Elementary School,ES,1746 S Miller St ,Chicago,IL,60608,1,1,2,2,3,3,2,3,3,3,6,5,6,35,3,
610163,Frederick Stock Elementary School,ES,7507 W Birchwood Ave ,Chicago,IL,60631,0,1,0,5,0,0,5,5,4,4,2,5,5,31,3,
610024,Lazaro Cardenas Elementary School,ES,2345 S Millard Ave ,Chicago,IL,60623,1,1,0,3,0,0,4,3,3,4,6,5,8,33,3,
610098,Alfred Nobel Elementary School,ES,4127 W Hirsch St ,Chicago,IL,60651,1,1,2,2,2,2,3,2,3,3,4,5,5,30,3,
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave ,Chicago,IL,60610,1,1,3,2,4,3,2,2,3,3,8,5,4,36,3,
610541,Federico Garcia Lorca Elementary School,ES,3231 N Springfield Ave ,Chicago,IL,60618,1,1,3,3,3,3,4,5,3,4,6,4,0,36,3,
609996,Charles N Holden Elementary School,ES,1104 W 31st St ,Chicago,IL,60608,1,1,3,3,3,2,3,3,4,3,4,5,6,36,3,
609921,Telpochcalli Elementary School,ES,2832 W 24th Blvd ,Chicago,IL,60623,1,1,3,3,1,2,5,4,4,3,5,5,4,36,3,
610091,Ronald Brown Elementary Community Academy,ES,12607 S Union Ave ,Chicago,IL,60628,1,1,2,2,3,2,3,3,3,4,3,4,6,33,3,
610102,Richard J Oglesby Elementary School,ES,7646 S Green St ,Chicago,IL,60620,1,1,3,3,3,3,3,2,2,2,4,4,6,33,3,
609740,Wells Community Academy High School,HS,936 N Ashland Ave ,Chicago,IL,60622,1,1,3,3,3,2,4,3,0,0,4,5,6,30,3,
609865,Jordan Elementary Community School,ES,7414 N Wolcott Ave ,Chicago,IL,60626,1,1,4,2,3,3,1,1,3,3,5,5,5,32,3,
610093,Jane A Neil Elementary School,ES,8555 S Michigan Ave ,Chicago,IL,60619,1,1,3,3,2,2,3,2,3,3,8,5,4,35,3,
610197,Mancel Talcott Elementary School,ES,1840 W Ohio St ,Chicago,IL,60622,1,1,4,3,3,4,3,3,3,3,5,5,6,39,3,
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,7736 S Burnham Ave ,Chicago,IL,60649,1,1,2,2,3,3,3,3,3,4,2,2,6,33,3,
610188,Dunne Technology Academy,ES,10845 S Union Ave ,Chicago,IL,60628,1,1,3,3,4,4,3,3,3,3,4,5,6,38,3,
609792,Newton Bateman Elementary School,ES,4220 N Richmond St ,Chicago,IL,60618,1,1,3,2,3,3,2,2,3,3,6,5,6,35,3,
609875,Charles R Darwin Elementary School,ES,3116 W Belden Ave ,Chicago,IL,60647,1,1,3,3,3,2,2,3,3,4,5,4,6,36,3,
609832,Michael M Byrne Elementary School,ES,5329 S Oak Park Ave ,Chicago,IL,60638,5,1,4,4,2,2,3,3,3,2,4,3,5,38,3,
610145,Peter A Reinberg Elementary School,ES,3425 N Major Ave ,Chicago,IL,60634,1,1,4,3,2,2,4,3,3,2,5,5,5,35,3,
609895,Turner-Drew Elementary Language Academy,ES,9300 S Princeton Ave ,Chicago,IL,60620,5,1,3,3,3,3,4,4,0,0,5,5,5,36,3,
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,250 E 111th St ,Chicago,IL,60628,1,1,4,0,3,3,0,0,3,3,7,5,5,30,3,
610167,William H Seward Communication Arts Academy Elementary School,ES,4600 S Hermitage Ave ,Chicago,IL,60609,1,1,3,3,2,3,4,4,3,3,5,5,5,37,3,
609985,Helen M Hefferan Elementary School,ES,4409 W Wilcox St ,Chicago,IL,60624,1,1,2,2,2,4,3,3,3,4,3,5,5,33,3,
610126,John J Pershing Elementary Humanities Magnet,ES,3113 S Rhodes Ave ,Chicago,IL,60616,5,1,0,5,0,0,4,4,0,0,5,5,6,30,3,
609903,Richard Edwards Elementary School,ES,4815 S Karlov Ave ,Chicago,IL,60632,1,1,3,3,2,3,3,3,3,3,5,5,6,36,3,
610395,Pershing West Middle School,MS,3200 S Calumet Ave ,Chicago,IL,60616,1,1,3,3,2,3,4,3,0,0,6,5,7,33,3,
610175,Beulah Shoesmith Elementary School,ES,1330 E 50th St ,Chicago,IL,60615,1,1,3,3,3,2,2,3,3,2,4,5,4,31,3,
609959,John Charles Haines Elementary School,ES,247 W 23rd Pl ,Chicago,IL,60616,1,1,2,3,2,2,3,3,2,2,8,5,6,35,3,
609977,Woodlawn Community Elementary School,ES,6657 S Kimbark Ave ,Chicago,IL,60637,1,1,4,0,5,4,0,0,4,4,3,5,4,30,3,
609912,James B Farnsworth Elementary School,ES,5414 N Linder Ave ,Chicago,IL,60630,1,1,3,4,3,2,4,3,4,3,4,5,5,37,3,
610111,John Palmer Elementary School,ES,5051 N Kenneth Ave ,Chicago,IL,60630,1,1,4,0,4,4,0,0,4,4,6,5,4,32,3,
610195,Elizabeth H Sutherland Elementary School,ES,10015 S Leavitt St ,Chicago,IL,60643,1,1,5,0,4,3,0,0,3,2,5,5,6,30,3,
609774,Louisa May Alcott Elementary School,ES,2625 N Orchard St ,Chicago,IL,60614,5,1,0,4,0,0,3,3,4,2,6,5,7,35,3,
610089,John B Murphy Elementary School,ES,3539 W Grace St ,Chicago,IL,60618,1,1,5,0,4,3,0,0,4,4,5,5,6,33,3,
610502,Marine Military Math and Science Academy ,HS,145 S Campbell Ave ,Chicago,IL,60612,1,1,3,3,2,2,3,2,4,3,1,5,5,30,3,
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,4320 W 5th Ave ,Chicago,IL,60624,1,1,3,2,3,3,2,2,3,2,3,5,6,31,3,
610090,Phillip Murray Elementary Language Academy,ES,5335 S Kenwood Ave ,Chicago,IL,60615,5,1,4,0,2,2,0,0,4,3,5,5,5,31,3,
610155,Sauganash Elementary School,ES,6040 N Kilpatrick Ave ,Chicago,IL,60646,5,1,5,0,4,4,0,0,0,0,6,5,5,30,3,
609781,Crispus Attucks Elementary School,ES,5055 S State St ,Chicago,IL,60609,1,1,3,4,4,3,5,5,0,0,5,5,3,34,3,
610300,Oliver S Westcott Elementary School,ES,409 W 80th St ,Chicago,IL,60620,1,1,2,3,3,3,3,3,2,3,2,4,4,30,3,
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,8324 S Racine Ave ,Chicago,IL,60620,1,1,3,4,3,3,4,5,3,3,3,4,5,38,3,
610067,Francis M McKay Elementary School,ES,6901 S Fairfield Ave ,Chicago,IL,60629,1,1,2,3,2,3,4,4,3,3,3,5,5,34,3,
609920,Gerald Delgado Kanoon Elementary Magnet School,ES,2233 S Kedzie Ave ,Chicago,IL,60623,1,1,3,2,3,3,4,3,3,3,5,5,5,36,3,
609879,Charles Gates Dawes Elementary School,ES,3810 W 81st Pl ,Chicago,IL,60652,1,1,3,2,2,2,4,3,3,3,5,4,5,34,3,
610238,Carrie Jacobs Bond Elementary School,ES,7050 S May St ,Chicago,IL,60621,1,1,3,3,4,4,2,2,3,3,1,5,4,31,3,
610138,Pulaski International Academy Elmentary School,ES,2230 W McLean Ave ,Chicago,IL,60647,1,1,4,3,3,3,2,2,3,3,6,5,6,37,3,
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,4929 N Sawyer Ave ,Chicago,IL,60625,5,1,5,0,4,3,0,0,4,4,6,5,6,38,3,
610347,Claremont Academy Elementary School,ES,2300 W 64th St ,Chicago,IL,60636,1,1,2,2,3,3,4,3,2,3,2,3,6,32,3,
610183,Spencer Technology Academy,ES,214 N Lavergne Ave ,Chicago,IL,60644,1,1,2,3,3,4,4,3,3,4,2,5,6,36,3,
609834,Little Village Elementary School,ES,2620 S Lawndale Ave ,Chicago,IL,60623,1,1,3,3,3,4,3,3,3,3,6,5,6,39,3,
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,7355 S Jeffery Blvd ,Chicago,IL,60649,1,1,2,3,3,3,3,3,3,3,2,4,5,32,3,
609753,Chicago High School for Agricultural Sciences,HS,3857 W 111th St ,Chicago,IL,60655,1,1,5,4,3,3,3,3,3,4,2,5,5,37,3,
610041,Josephine C Locke Elementary School,ES,2828 N Oak Park Ave ,Chicago,IL,60634,1,1,3,3,3,3,3,3,3,3,5,5,5,36,3,
609812,William H Brown Elementary School,ES,54 N Hermitage Ave ,Chicago,IL,60612,1,1,2,4,3,4,4,4,2,3,2,3,4,34,3,
609724,Stephen T Mather High School,HS,5835 N Lincoln Ave ,Chicago,IL,60659,1,1,3,3,3,3,3,3,0,0,7,5,6,33,3,
610350,Robert A Black Magnet Elementary School,ES,9101 S Euclid Ave ,Chicago,IL,60619,5,1,4,0,4,3,0,0,4,2,6,5,3,32,3,
610154,Martin A Ryerson Elementary School,ES,646 N Lawndale Ave ,Chicago,IL,60624,1,1,3,2,3,3,3,2,2,3,5,2,6,34,3,
609966,Charles G Hammond Elementary School,ES,2819 W 21st Pl ,Chicago,IL,60623,1,1,3,0,3,3,0,0,2,2,5,5,5,25,2,
609835,Daniel R Cameron Elementary School,ES,1234 N Monticello Ave ,Chicago,IL,60651,1,1,3,0,3,3,0,0,2,2,2,1,6,23,2,
609818,Luther Burbank Elementary School,ES,2035 N Mobile Ave ,Chicago,IL,60639,1,1,2,0,3,2,0,0,3,3,5,5,5,25,2,
609680,Walter Payton College Preparatory High School,HS,1034 N Wells St ,Chicago,IL,60610,5,1,5,0,5,4,0,0,0,0,3,5,6,29,2,
609848,Ira F Aldridge Elementary School,ES,630 E 131st St ,Chicago,IL,60827,1,1,2,0,2,2,0,0,3,2,2,4,6,21,2,
610123,William Penn Elementary School,ES,1616 S Avers Ave ,Chicago,IL,60623,1,1,4,0,5,5,0,0,3,3,1,5,5,28,2,
609722,Manley Career Academy High School,HS,2935 W Polk St ,Chicago,IL,60612,1,1,3,2,3,2,1,2,0,0,6,5,5,26,2,
610121,Washington Irving Elementary School,ES,749 S Oakley Blvd ,Chicago,IL,60612,1,1,3,0,2,3,0,0,3,3,5,5,5,26,2,
609856,Henry Clay Elementary School,ES,13231 S Burley Ave ,Chicago,IL,60633,1,1,2,2,2,2,2,2,0,0,5,5,6,25,2,
609919,John Fiske Elementary School,ES,6145 S Ingleside Ave ,Chicago,IL,60637,1,1,1,2,2,3,3,2,3,3,2,4,1,24,2,
610244,Michele Clark Academic Prep Magnet High School,HS,5101 W Harrison St ,Chicago,IL,60644,1,1,0,0,0,0,0,0,3,2,9,5,5,21,2,
610013,Pilsen Elementary Community Academy,ES,1420 W 17th St ,Chicago,IL,60608,1,1,3,3,3,3,1,2,0,0,6,5,6,29,2,
610285,Granville T Woods Math & Science Academy Elementary School,ES,6206 S Racine Ave ,Chicago,IL,60636,1,1,2,0,3,2,0,0,3,3,1,4,5,21,2,
610381,Bronzeville Scholastic Academy High School,HS,4934 S Wabash Ave ,Chicago,IL,60615,1,1,3,2,3,3,2,1,3,2,2,5,5,28,2,
609698,William J Bogan High School,HS,3939 W 79th St ,Chicago,IL,60652,1,1,2,0,1,2,0,0,2,2,5,5,4,20,2,
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave ,Chicago,IL,60619,1,1,1,3,2,2,3,3,0,0,4,4,5,25,2,
610178,Theophilus Schmid Elementary School,ES,9755 S Greenwood Ave ,Chicago,IL,60628,1,1,3,0,2,3,0,0,2,3,2,3,6,23,2,
609853,Salmon P Chase Elementary School,ES,2021 N Point St ,Chicago,IL,60647,1,1,3,2,3,2,2,2,0,0,5,5,5,26,2,
609773,Louis A Agassiz Elementary School,ES,2851 N Seminary Ave ,Chicago,IL,60657,1,1,3,0,2,2,0,0,4,3,5,4,6,27,2,
610143,William C Reavis Math & Science Specialty Elementary School,ES,834 E 50th St ,Chicago,IL,60615,1,1,3,1,2,2,1,1,2,3,3,4,4,24,2,
610057,Fairfield Elementary Academy,ES,6201 S Fairfield Ave ,Chicago,IL,60629,1,1,2,2,3,2,3,2,0,0,3,4,3,22,2,
609961,Ninos Heroes Elementary Academic Center,ES,8344 S Commercial Ave ,Chicago,IL,60617,1,1,2,0,4,3,0,0,3,3,3,4,5,25,2,
610062,George B McClellan Elementary School,ES,3527 S Wallace St ,Chicago,IL,60609,1,1,3,0,2,3,0,0,3,3,3,5,6,25,2,
609777,Phillip D Armour Elementary School,ES,950 W 33rd Pl ,Chicago,IL,60608,1,1,2,0,2,1,0,0,3,3,3,5,5,21,2,
609941,Asa Philip Randolph Elementary School,ES,7316 S Hoyne Ave ,Chicago,IL,60636,1,1,1,0,3,3,0,0,2,3,2,4,5,21,2,
610087,Blair Early Childhood Center,ES,6751 W 63rd Pl ,Chicago,IL,60638,0,1,0,4,0,0,4,4,4,4,0,5,4,25,2,
609808,Alex Haley Elementary Academy,ES,11411 S Eggleston Ave ,Chicago,IL,60628,1,1,2,0,3,4,0,0,3,3,4,5,4,25,2,
610198,Douglas Taylor Elementary School,ES,9912 S Avenue H ,Chicago,IL,60617,1,1,2,0,2,1,0,0,2,2,5,5,4,20,2,
610117,Louis Pasteur Elementary School,ES,5825 S Kostner Ave ,Chicago,IL,60629,1,1,3,0,3,2,0,0,0,0,5,5,5,20,2,
609756,Marie Sklodowska Curie Metropolitan High School,HS,4959 S Archer Ave ,Chicago,IL,60632,1,1,3,2,2,3,2,2,0,0,5,5,5,26,2,
609739,George Washington High School,HS,3535 E 114th St ,Chicago,IL,60617,1,1,3,3,2,2,3,3,0,0,0,5,5,23,2,
609994,William G Hibbard Elementary School,ES,3244 W Ainslie St ,Chicago,IL,60625,1,1,0,0,0,0,0,0,3,3,6,5,6,20,2,
610391,Robert Lindblom Math & Science Academy High School,HS,6130 S Wolcott Ave ,Chicago,IL,60636,1,1,4,0,4,5,0,0,4,3,2,5,5,29,2,
610305,George Leland Elementary School,ES,5221 W Congress Pkwy ,Chicago,IL,60644,1,1,0,4,0,0,4,4,4,3,2,5,4,27,2,
609764,Benito Juarez Community Academy High School,HS,2150 S Laflin St ,Chicago,IL,60608,1,1,3,3,3,3,3,3,0,0,3,5,5,28,2,
610026,John H Kinzie Elementary School,ES,5625 S Mobile Ave ,Chicago,IL,60638,1,1,4,0,3,3,0,0,3,3,5,5,5,28,2,
609997,Oliver Wendell Holmes Elementary School,ES,955 W Garfield Blvd ,Chicago,IL,60621,1,1,2,0,2,3,0,0,3,3,7,1,2,24,2,
610368,Langston Hughes Elementary School,ES,240 W 104th St ,Chicago,IL,60628,1,1,2,3,1,2,4,3,2,4,0,4,5,28,2,
609713,Hyde Park Academy High School,HS,6220 S Stony Island Ave ,Chicago,IL,60637,1,1,2,2,2,3,2,3,0,0,0,5,4,20,2,
609723,John Marshall Metropolitan High School,HS,3250 W Adams St ,Chicago,IL,60624,1,1,3,3,3,3,3,3,0,0,4,4,5,29,2,
610291,Richard Henry Lee Elementary School,ES,6448 S Tripp Ave ,Chicago,IL,60629,1,1,3,0,3,2,0,0,0,0,5,5,5,20,2,
609883,Charles S Deneen Elementary School,ES,7240 S Wabash Ave ,Chicago,IL,60619,1,1,3,2,3,3,1,3,0,0,3,4,7,27,2,
610277,Anthony Overton Elementary School,ES,221 E 49th St ,Chicago,IL,60615,1,1,2,0,4,4,0,0,3,4,0,5,4,23,2,
610114,Francis Parkman Elementary School,ES,245 W 51st St ,Chicago,IL,60609,1,1,2,2,3,2,2,2,0,0,0,5,5,20,2,
610192,Harriet Beecher Stowe Elementary School,ES,3444 W Wabansia Ave ,Chicago,IL,60647,1,1,2,0,2,2,0,0,2,4,3,5,4,21,2,
609745,Southside Occupational Academy High School,HS,7342 S Hoyne Ave ,Chicago,IL,60636,0,1,0,3,0,0,3,4,4,4,5,5,5,29,2,
609885,Dewey Elementary Academy of Fine Arts,ES,5415 S Union Ave ,Chicago,IL,60609,1,1,3,0,3,2,0,0,3,4,0,4,5,22,2,
609819,Edmond Burke Elementary School,ES,5356 S King Dr ,Chicago,IL,60615,1,1,1,0,1,2,0,0,3,3,9,2,5,26,2,
610534,Skinner North,ES,640 W Scott St ,Chicago,IL,60610,5,1,0,0,0,0,0,0,4,3,6,5,7,26,2,
609692,Neal F Simeon Career Academy High School,HS,8147 S Vincennes Ave ,Chicago,IL,60620,1,1,3,0,2,3,0,0,0,0,8,5,4,22,2,
609695,Roald Amundsen High School,HS,5110 N Damen Ave ,Chicago,IL,60625,1,1,3,3,3,3,2,3,2,2,1,5,5,29,2,
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St ,Chicago,IL,60636,1,1,3,3,3,3,2,2,2,2,1,4,6,29,2,
610254,Dvorak Technology Academy,ES,3615 W 16th St ,Chicago,IL,60623,1,1,3,2,4,4,1,1,0,0,4,5,5,26,2,
609676,Paul Laurence Dunbar Career Academy High School,HS,3000 S King Dr ,Chicago,IL,60616,1,1,2,3,2,2,3,3,0,0,6,5,6,29,2,
609978,Wendell Smith Elementary School,ES,744 E 103rd St ,Chicago,IL,60628,1,1,2,2,1,1,2,2,2,2,2,2,4,22,2,
610043,Joseph Lovett Elementary School,ES,6333 W Bloomingdale Ave ,Chicago,IL,60639,1,1,3,0,2,2,0,0,3,2,5,5,5,24,2,
609732,Charles P Steinmetz Academic Centre High School,HS,3030 N Mobile Ave ,Chicago,IL,60634,1,1,2,2,2,2,2,2,0,0,9,4,6,29,2,
609741,Gurdon S Hubbard High School,HS,6200 S Hamlin Ave ,Chicago,IL,60629,1,1,3,0,2,2,0,0,0,0,9,5,6,24,2,
610180,John M Smyth Elementary School,ES,1059 W 13th St ,Chicago,IL,60608,1,1,2,0,3,4,0,0,2,3,2,5,3,21,2,
610234,Richard Yates Elementary School,ES,1839 N Richmond St ,Chicago,IL,60647,1,1,3,0,4,4,0,0,3,4,3,5,6,29,2,
610074,James Monroe Elementary School,ES,3651 W Schubert Ave ,Chicago,IL,60647,1,1,3,0,2,2,0,0,3,3,5,5,5,25,2,
609729,Carl Schurz High School,HS,3601 N Milwaukee Ave ,Chicago,IL,60641,1,1,3,2,2,2,2,2,0,0,1,5,6,22,2,
610208,Mildred I Lavizzo Elementary School,ES,138 W 109th St ,Chicago,IL,60628,1,1,1,2,3,3,2,2,3,3,1,4,5,27,2,
610304,Phoenix Military Academy High School,HS,145 S Campbell Ave ,Chicago,IL,60612,1,1,3,0,3,4,0,0,3,3,2,5,7,27,2,
610224,West Pullman Elementary School,ES,11941 S Parnell Ave ,Chicago,IL,60628,1,1,2,3,3,3,3,3,3,2,1,5,3,28,2,
610136,William H Prescott Elementary School,ES,1632 W Wrightwood Ave ,Chicago,IL,60614,1,1,5,0,3,2,0,0,3,3,3,3,7,28,2,
609674,Chicago Vocational Career Academy High School,HS,2100 E 87th St ,Chicago,IL,60617,1,1,2,3,2,2,2,2,0,0,8,4,4,27,2,
610187,Graeme Stewart Elementary School,ES,4525 N Kenmore Ave ,Chicago,IL,60640,1,1,3,0,3,3,0,0,3,3,5,2,6,28,2,
609830,Milton Brunson Math & Science Specialty Elementary School ,ES,932 N Central Ave ,Chicago,IL,60651,1,1,2,0,2,3,0,0,3,4,1,5,5,22,2,
610223,Daniel S Wentworth Elementary School,ES,6950 S Sangamon St ,Chicago,IL,60621,1,1,2,2,2,2,2,2,0,0,1,3,5,20,2,
610036,Leslie Lewis Elementary School,ES,1431 N Leamington Ave ,Chicago,IL,60651,1,1,2,2,2,4,2,3,2,2,1,4,5,27,2,
610205,Lyman Trumbull Elementary School,ES,5200 N Ashland Ave ,Chicago,IL,60640,1,1,3,0,3,2,0,0,3,4,4,5,5,26,2,
610229,A.N. Pritzker School,ES,2009 W Schiller St ,Chicago,IL,60622,1,1,3,0,3,4,0,0,0,0,4,4,5,21,2,
609924,Fort Dearborn Elementary School,ES,9025 S Throop St ,Chicago,IL,60620,1,1,2,0,4,4,0,0,3,3,3,5,5,26,2,
610172,William T Sherman Elementary School,ES,1000 W 52nd St ,Chicago,IL,60609,1,1,2,0,3,3,0,0,3,3,2,1,5,23,2,
609795,George Rogers Clark Elementary School,ES,1045 S Monitor Ave ,Chicago,IL,60644,1,1,2,0,2,2,0,0,3,3,3,5,6,23,2,
610146,Paul Revere Elementary School,ES,1010 E 72nd St ,Chicago,IL,60619,1,1,2,0,3,3,0,0,3,3,2,4,4,22,2,
609898,John F Eberhart Elementary School,ES,3400 W 65th Pl ,Chicago,IL,60629,1,1,3,3,2,2,3,2,0,0,5,5,5,27,2,
609780,Ames Middle School,MS,1920 N Hamlin Ave ,Chicago,IL,60647,1,1,2,1,2,2,2,2,3,3,4,5,6,29,2,
610020,Francis Scott Key Elementary School,ES,517 N Parkside Ave ,Chicago,IL,60644,1,1,2,0,3,4,0,0,2,2,1,4,4,20,2,
610037,Arthur A Libby Elementary School,ES,5300 S Loomis Blvd ,Chicago,IL,60609,1,1,2,0,4,4,0,0,3,3,0,5,5,23,2,
610390,Hyman G Rickover Naval Academy High School,HS,5900 N Glenwood Ave ,Chicago,IL,60660,1,1,4,0,4,3,0,0,3,3,2,5,5,26,2,
610044,James Russell Lowell Elementary School,ES,3320 W Hirsch St ,Chicago,IL,60651,1,1,2,0,2,3,0,0,2,3,3,5,5,22,2,
609900,George W Curtis Elementary School,ES,32 E 115th St ,Chicago,IL,60628,1,1,2,0,3,3,0,0,4,4,3,5,8,29,2,
610179,Washington D Smyser Elementary School,ES,4310 N Melvina Ave ,Chicago,IL,60634,1,1,3,0,3,3,0,0,0,0,5,5,7,23,2,
610252,Robert Nathaniel Dett Elementary School,ES,2306 W Maypole Ave ,Chicago,IL,60612,1,1,3,0,3,4,0,0,3,4,4,5,4,27,2,
609768,Hope College Preparatory High School,HS,5515 S Lowe Ave ,Chicago,IL,60621,1,1,2,3,2,3,3,2,0,0,2,5,4,23,2,
610022,Joyce Kilmer Elementary School,ES,6700 N Greenview Ave ,Chicago,IL,60626,1,1,0,3,0,0,3,3,3,3,6,5,6,29,2,
609761,George H Corliss High School,HS,821 E 103rd St ,Chicago,IL,60628,1,1,2,3,3,3,3,3,0,0,1,5,5,25,2,
610086,Mount Vernon Elementary School,ES,10540 S Morgan St ,Chicago,IL,60643,1,1,2,2,3,3,1,1,3,3,3,2,4,27,2,
610017,Maria Saucedo Elementary Scholastic Academy,ES,2850 W 24th Blvd ,Chicago,IL,60623,1,1,4,0,3,4,0,0,2,2,6,5,6,29,2,
610077,Donald Morrill Math & Science Elementary School,ES,6011 S Rockwell St ,Chicago,IL,60629,1,1,2,2,2,2,2,2,2,3,3,5,4,26,2,
609850,Horace Greeley Elementary School,ES,832 W Sheridan Rd ,Chicago,IL,60613,1,1,4,0,3,2,0,0,3,3,5,5,6,28,2,
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,2723 N Fairfield Ave ,Chicago,IL,60647,1,1,3,3,3,3,2,2,0,0,4,5,7,29,2,
609813,Charles S Brownell Elementary School,ES,6741 S Michigan Ave ,Chicago,IL,60637,1,1,2,1,4,5,2,1,3,2,2,5,5,29,2,
610193,William K New Sullivan Elementary School,ES,8331 S Mackinaw ,Chicago,IL,60617,1,1,2,3,2,3,3,2,3,4,0,4,4,28,2,
609968,Sharon Christa McAuliffe Elementary School,ES,1841 N Springfield Ave ,Chicago,IL,60647,1,5,0,0,0,0,0,0,3,4,3,5,5,21,2,
609727,Wendell Phillips Academy High School,HS,244 E Pershing Rd ,Chicago,IL,60653,1,1,0,4,0,0,5,4,0,0,3,5,6,24,2,
609933,Stephen F Gale Elementary Community Academy,ES,1631 W Jonquil Ter ,Chicago,IL,60626,1,1,2,2,2,2,2,2,2,2,2,4,5,25,2,
610142,William H Ray Elementary School,ES,5631 S Kimbark Ave ,Chicago,IL,60637,5,1,4,0,2,1,0,0,3,2,5,5,4,27,2,
610158,Harriet E Sayre Elementary Language Academy,ES,1850 N Newland Ave ,Chicago,IL,60707,1,1,4,0,3,3,0,0,2,3,6,5,6,29,2,
610134,Nathaniel Pope Elementary School,ES,1852 S Albany Ave ,Chicago,IL,60623,1,1,3,0,4,5,0,0,0,0,1,3,5,20,2,
610518,VOISE Academy High School,HS,231 N Pine Ave ,Chicago,IL,60644,1,1,3,0,3,3,0,0,0,0,4,5,6,21,2,
609979,Robert Healy Elementary School,ES,3010 S Parnell Ave ,Chicago,IL,60616,1,1,4,0,3,2,0,0,0,0,6,5,7,24,2,
610210,Alexander von Humboldt Elementary School,ES,2620 W Hirsch St ,Chicago,IL,60622,1,1,2,0,2,3,0,0,2,2,2,1,6,21,2,
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,8546 S Cregier ,Chicago,IL,60617,1,1,2,2,3,3,2,2,2,3,2,4,4,27,2,
609904,Edward K Ellington Elementary School,ES,243 N Parkside Ave ,Chicago,IL,60644,1,1,2,0,2,3,0,0,3,3,3,5,7,25,2,
610094,Louis Nettelhorst Elementary School,ES,3252 N Broadway St ,Chicago,IL,60657,5,1,3,0,2,2,0,0,0,0,5,5,5,23,2,
610276,Irvin C Mollison Elementary School,ES,4415 S Dr Martin L King Jr Dr ,Chicago,IL,60653,1,1,3,0,3,2,0,0,3,3,1,4,4,21,2,
610402,DeVry University Advantage Academy High School,HS,3300 N Campbell ,Chicago,IL,60618,1,1,0,0,0,0,0,0,4,4,6,5,4,20,2,
610185,Adlai E Stevenson Elementary School,ES,8010 S Kostner Ave ,Chicago,IL,60652,1,1,4,0,3,2,0,0,3,2,5,5,4,25,2,
610177,Mark Skinner Elementary School,ES,1260 W Adams St ,Chicago,IL,60607,5,1,5,0,3,3,0,0,0,0,7,5,4,28,2,
610241,Guglielmo Marconi Elementary Community Academy,ES,230 N Kolmar Ave ,Chicago,IL,60624,1,1,2,0,4,4,0,0,3,3,1,3,6,25,2,
609711,William Rainey Harper High School,HS,6520 S Wood St ,Chicago,IL,60636,1,1,2,2,2,3,2,2,3,3,3,3,4,28,2,
610542,West Ridge Elementary School,ES,6700 N Whipple St ,Chicago,IL,60645,1,1,4,0,3,2,0,0,2,4,4,5,0,21,2,
